name,zip_code,latitude,longitude,rating,review_count,category,has_online_services,distance,total_pop,median_income,bachelors_degrees,median_age,pct_bachelors
Fort Union Bobby Lawrence Karate,84047,40.62156,-111.86551,3.0,2,karate,0,17829.469616512077,36573.0,73120.0,6026.0,33.0,16.476635769556776
Kiwi Gym,84093,40.579675,-111.837901,0.0,0,kids_activities,0,12664.216843923332,23998.0,132453.0,5435.0,39.8,22.647720643386947
Thomas The Trainer - Personal Training,84095,40.5536948,-111.9388149,5.0,1,healthtrainers,0,17538.16343227636,38240.0,123082.0,7350.0,39.0,19.22071129707113
Cross Fit 801,84047,40.6197733,-111.8745335,5.0,1,intervaltraininggyms,0,19994.227626657717,36573.0,73120.0,6026.0,33.0,16.476635769556776
VASA Fitness West Jordan,84088,40.608668,-111.940318,1.9,104,gyms,0,20942.749819328634,38915.0,100532.0,5037.0,34.3,12.943595014775793
Sandy Capoeira,84020,40.5266817,-111.8672168,5.0,1,martialarts,0,10746.151355673313,50159.0,130680.0,10308.0,33.7,20.550648936382306
Valhalla Strength Gym,84003,40.349649,-111.783174,0.0,0,circuittraininggyms,0,15437.321917589587,55259.0,120262.0,10436.0,27.5,18.88561139361914
Revival Equine,84094,40.57182358100959,-111.86213614439605,5.0,1,massage_therapy,0,13309.41336611615,28277.0,102881.0,5258.0,35.5,18.59461753368462
Jin Kwon Tae Kwan DO,84095,40.5586078,-111.93798,3.5,2,martialarts,0,17674.861677277393,38240.0,123082.0,7350.0,39.0,19.22071129707113
Sunflower Studio,84123,40.635552,-111.938235,0.0,0,meditationcenters,0,22866.680139655466,36913.0,80079.0,5192.0,34.3,14.065505377509279
Linkfit Fitness,84020,40.4840373035546,-111.886138916016,0.0,0,healthtrainers,0,11385.444611730678,50159.0,130680.0,10308.0,33.7,20.550648936382306
Teaunas Macros,84043,40.41085756648357,-111.8733226178466,0.0,0,healthtrainers,0,13307.966052548736,81839.0,125598.0,15050.0,26.6,18.38976527083664
F45 Training Cottonwood Canyons,84121,40.60862,-111.79816,3.7,3,healthtrainers,0,14147.959663528103,39204.0,114912.0,9072.0,40.1,23.140495867768596
Karate Riverton ,84065,40.523691,-111.939062,3.7,3,selfdefenseclasses,0,16380.60966886981,50284.0,122809.0,7706.0,35.0,15.32495425980431
Train Like TC,84047,40.623908341622815,-111.8558804,0.0,0,healthtrainers,0,17629.00848086346,36573.0,73120.0,6026.0,33.0,16.476635769556776
Local Yoga,84123,40.63561,-111.93852,2.3,3,yoga,0,22890.492308242403,36913.0,80079.0,5192.0,34.3,14.065505377509279
SG Thrive Personal Training,84005,40.325135,-111.99656,0.0,0,healthtrainers,0,335.87972980390094,49116.0,105576.0,6362.0,22.0,12.953009202703802
The Ranches Fitness,84005,40.37619540000001,-111.9688377,5.0,1,gyms,0,6217.40727405854,49116.0,105576.0,6362.0,22.0,12.953009202703802
Ning Tae Kwon Do School,84005,40.37915360539517,-111.9726024294481,5.0,1,taekwondo,0,6434.500858333554,49116.0,105576.0,6362.0,22.0,12.953009202703802
Precision Martial Arts,84005,40.31509,-112.00425,0.0,0,martialarts,0,1318.218579206063,49116.0,105576.0,6362.0,22.0,12.953009202703802
Crossfit 1976,84005,40.36157,-111.97597,0.0,0,intervaltraininggyms,0,4483.523059823853,49116.0,105576.0,6362.0,22.0,12.953009202703802
Vitalogy Fitness,84043,40.38024,-111.98768,0.0,0,healthtrainers,0,13157.520543001114,81839.0,125598.0,15050.0,26.6,18.38976527083664
Mind Your Body Pilates,84005,40.3859129,-111.9993147,0.0,0,pilates,0,6962.464666331319,49116.0,105576.0,6362.0,22.0,12.953009202703802
Jaguar Sport Karate,84005,40.36157,-111.97597,0.0,0,karate,0,4484.37548440859,49116.0,105576.0,6362.0,22.0,12.953009202703802
Imperial Dragon,84045,40.3375,-111.93303,0.0,0,theater,0,5336.623579283309,43369.0,123870.0,7326.0,23.2,16.89225022481496
Fitness With Harmonie,84065,40.4744928,-111.9564892,0.0,0,nutritionists,0,17079.545077179493,50284.0,122809.0,7706.0,35.0,15.32495425980431
Jenn Bass Personal Training,84045,40.338434,-111.911762,0.0,0,healthtrainers,0,7105.49235074761,43369.0,123870.0,7326.0,23.2,16.89225022481496
American Athlete,84043,40.407794,-111.864662,0.0,0,gyms,0,14334.06328843466,81839.0,125598.0,15050.0,26.6,18.38976527083664
Muscled,84045,40.303673,-111.903716,0.0,0,healthcoach,0,7909.810978067534,43369.0,123870.0,7326.0,23.2,16.89225022481496
HYVE Fit,84043,40.387585,-111.843163,0.0,0,intervaltraininggyms,0,14584.490885035473,81839.0,125598.0,15050.0,26.6,18.38976527083664
Maxplusfitness,84045,40.314985642430294,-111.9013005,0.0,0,healthtrainers,0,7852.8642165899655,43369.0,123870.0,7326.0,23.2,16.89225022481496
Origin Fitness Syndicate,84065,40.45534460675171,-111.938819444368,0.0,0,gyms,0,15371.61858894071,50284.0,122809.0,7706.0,35.0,15.32495425980431
Lumiere Massage by Katie,84065,40.47665,-111.92636,0.0,0,massage_therapy,0,17950.545604597017,50284.0,122809.0,7706.0,35.0,15.32495425980431
"HOTWORX - Saratoga Springs, UT",84045,40.38061,-111.91597,0.0,0,yoga,0,9124.835978920546,43369.0,123870.0,7326.0,23.2,16.89225022481496
"Crystal Lyon-Yoga, HypnoBirthing & More",84043,40.38791,-111.85481,0.0,0,yoga,0,13749.604270764657,81839.0,125598.0,15050.0,26.6,18.38976527083664
Curves,84043,40.3883391745,-111.846701706,0.0,0,circuittraininggyms,0,14361.153536471717,81839.0,125598.0,15050.0,26.6,18.38976527083664
CoachAnna,,40.3472290039063,-111.908950805664,0.0,0,healthtrainers,0,7561.975556768092,,,,,
Achieve Dreams,84065,40.4758928830138,-111.9248851,0.0,0,healthtrainers,0,17910.374644097803,50284.0,122809.0,7706.0,35.0,15.32495425980431
TrainWithLisa,84045,40.387336730957,-111.91512298584,0.0,0,healthtrainers,0,10263.968319247506,43369.0,123870.0,7326.0,23.2,16.89225022481496
VS Massage & Yoga,84043,40.39023,-111.85003,0.0,0,massage_therapy,0,14254.539180186297,81839.0,125598.0,15050.0,26.6,18.38976527083664
Oakley T Training,84065,40.468687940076165,-111.9452977395035,0.0,0,healthtrainers,0,16650.55171717883,50284.0,122809.0,7706.0,35.0,15.32495425980431
Think Fit Lifestyle,84043,40.43088548335095,-111.87953295092372,0.0,0,weightlosscenters,0,15344.801193281859,81839.0,125598.0,15050.0,26.6,18.38976527083664
Advanced Fitness Solutions,84043,40.38966,-111.84747,0.0,0,gyms,0,14254.539180186297,81839.0,125598.0,15050.0,26.6,18.38976527083664
Colossal Crossfit,84043,40.39857378016356,-111.84715836805344,0.0,0,gyms,0,14932.280428226555,81839.0,125598.0,15050.0,26.6,18.38976527083664
XLR8 Fitness and Counseling,84043,40.38791,-111.85481,0.0,0,c_and_mh,0,13749.604270764657,81839.0,125598.0,15050.0,26.6,18.38976527083664
Lisen By Fitness,84045,40.367258,-111.927362,0.0,0,intervaltraininggyms,0,7411.298319589234,43369.0,123870.0,7326.0,23.2,16.89225022481496
Suvita Hot Yoga South Jordan,84095,40.5418192,-111.9807949,4.4,35,yoga,0,13623.359216611714,38240.0,123082.0,7350.0,39.0,19.22071129707113
Kearns Oquirrh Park Fitness Center,84118,40.648895,-112.007071,3.9,35,gyms,0,11965.46332465445,41969.0,87457.0,2419.0,32.0,5.763778026638709
Orangetheory Fitness,84095,40.5425,-111.9809,4.6,37,gyms,0,13601.393653503612,38240.0,123082.0,7350.0,39.0,19.22071129707113
West Wind Karate Schools,84118,40.651304,-111.983957,5.0,8,karate,0,13790.262864585427,41969.0,87457.0,2419.0,32.0,5.763778026638709
Bobby Lawrence Karate,84096,40.51168,-112.02562,4.5,13,karate,0,12462.632473615628,71115.0,117800.0,11516.0,29.2,16.193489418547426
Legends Boxing - Riverton,84096,40.523884,-111.9869487,4.4,11,boxing,0,14139.759821823489,71115.0,117800.0,11516.0,29.2,16.193489418547426
Championship Martial Arts,84088,40.58872940883538,-111.9569723185938,4.4,10,martialarts,0,14433.9074512444,38915.0,100532.0,5037.0,34.3,12.943595014775793
Santo Sattva,84106,40.70559,-111.85686,5.0,5,yoga,0,26651.962042006024,33791.0,94452.0,8406.0,35.7,24.876446391050873
L8R Lifestyle,84009,40.55933,-112.02149,4.2,5,healthtrainers,0,10032.953644304262,42091.0,130559.0,7838.0,33.2,18.621558052790384
WestWind Karate,84118,40.651245,-111.984023,5.0,5,karate,0,13782.253821171316,41969.0,87457.0,2419.0,32.0,5.763778026638709
Rumble Boxing,84096,40.50841599606977,-111.99818008703308,4.1,13,boxing,0,14404.539438660102,71115.0,117800.0,11516.0,29.2,16.193489418547426
Family Fitness Center,84119,40.70314237274775,-112.01964456447494,3.9,14,gyms,0,15316.348956770187,50745.0,66616.0,3943.0,28.8,7.770223667356389
Upgrade Labs,84096,40.50926121971804,-112.00049176538634,4.7,3,healthtrainers,0,14195.03249777317,71115.0,117800.0,11516.0,29.2,16.193489418547426
The Movement Training Day,84088,40.60903,-111.965604,5.0,3,intervaltraininggyms,0,13819.08344887898,38915.0,100532.0,5037.0,34.3,12.943595014775793
VASA Fitness - Taylorsville,84129,40.6540870666504,-111.985427856445,2.8,42,gyms,0,13856.034014366569,38128.0,94051.0,4118.0,35.3,10.8004616030214
TruMotion - South Jordan,84009,40.573745,-111.977701,4.6,5,martialarts,0,12849.778534499948,42091.0,130559.0,7838.0,33.2,18.621558052790384
F45 Training South Valley,84065,40.52299,-111.98256,4.8,5,healthtrainers,0,14598.850364463242,50284.0,122809.0,7706.0,35.0,15.32495425980431
Shaolin Arts of Taylorsville City,84118,40.653302,-111.950443,5.0,3,taichi,0,16426.06203997544,41969.0,87457.0,2419.0,32.0,5.763778026638709
Atlas Combat Sports,84065,40.52461,-111.97901,5.0,3,muaythai,0,14665.689863057518,50284.0,122809.0,7706.0,35.0,15.32495425980431
Family Tae Kwon Do,84088,40.60993,-111.96504,5.0,3,taekwondo,0,13898.786983546886,38915.0,100532.0,5037.0,34.3,12.943595014775793
Red Tree Yoga Studio,84074,40.550074,-112.296273,5.0,2,yoga,0,14989.466706507736,57470.0,102313.0,5267.0,32.3,9.164781625195754
Pursuit of Mastery- West Coast World Martial Arts,84088,40.605606,-111.99765,4.3,4,kickboxing,0,11103.159234984663,38915.0,100532.0,5037.0,34.3,12.943595014775793
BFit,84088,40.605634,-111.997608,5.0,1,gyms,0,11103.159234984663,38915.0,100532.0,5037.0,34.3,12.943595014775793
Planet Fitness,84009,40.540919,-111.985765,3.5,45,gyms,0,13300.27845684269,42091.0,130559.0,7838.0,33.2,18.621558052790384
EōS Fitness,84095,40.55932,-111.97322,2.9,18,gyms,0,13571.839055996637,38240.0,123082.0,7350.0,39.0,19.22071129707113
Higher Living Health and Wellness,84123,40.651836,-111.942142,5.0,1,massage_therapy,0,17003.22255277997,36913.0,80079.0,5192.0,34.3,14.065505377509279
Kyu Shin Ryu Karate,84095,40.55508655380868,-111.98274837633336,5.0,2,karate,0,12942.363019044638,38240.0,123082.0,7350.0,39.0,19.22071129707113
Planet Fitness,84129,40.65421,-111.9415,3.3,62,gyms,0,17167.171896723026,38128.0,94051.0,4118.0,35.3,10.8004616030214
Tony Martinez Sr Kenpo Karate,84123,40.6628596,-111.9395336,4.3,4,karate,0,17711.273567128985,36913.0,80079.0,5192.0,34.3,14.065505377509279
World Martial Art,84065,40.5092452718125,-111.977390146115,3.9,7,martialarts,0,15727.12352693589,50284.0,122809.0,7706.0,35.0,15.32495425980431
Good Vibes Dance Studio,84119,40.71825146066894,-111.9406415,5.0,1,dancestudio,0,21089.983684525705,50745.0,66616.0,3943.0,28.8,7.770223667356389
VASA Fitness - South Jordan,84095,40.5603617714957,-111.9792338872595,2.3,77,gyms,0,13050.46943634212,38240.0,123082.0,7350.0,39.0,19.22071129707113
VASA Fitness - West Valley,84119,40.6949132,-111.9741402,2.4,72,gyms,0,17255.815399434665,50745.0,66616.0,3943.0,28.8,7.770223667356389
Bobby Lawrence Karate,84120,40.714073,-112.024191,5.0,3,karate,0,16096.515330614564,50589.0,90847.0,3023.0,30.9,5.975607345470359
EōS Fitness,84084,40.62164021253717,-111.97767310318532,2.5,65,gyms,0,13083.311945119134,31389.0,94214.0,3655.0,33.9,11.644206569180286
F45 SoDa Row,84009,40.54656,-112.00183,5.0,1,gyms,0,11814.846126332977,42091.0,130559.0,7838.0,33.2,18.621558052790384
Coach Sav Fitness,84095,40.557253,-111.978903,5.0,1,healthcoach,0,13176.37958974886,38240.0,123082.0,7350.0,39.0,19.22071129707113
Black Diamond Tae Kwon DO,84096,40.51359,-112.025731,5.0,2,taekwondo,0,12307.39856779133,71115.0,117800.0,11516.0,29.2,16.193489418547426
Gracie Jiujitsu - South Jordan,84009,40.546464905562,-112.01570753202586,5.0,3,selfdefenseclasses,0,10767.669098176937,42091.0,130559.0,7838.0,33.2,18.621558052790384
Stella Fitness,84084,40.6525238551758,-111.974470741104,5.0,1,bootcamps,0,14561.782173986998,31389.0,94214.0,3655.0,33.9,11.644206569180286
Reflection Yoga and Wellness,84096,40.523841143776565,-111.98724429965613,5.0,1,yoga,0,14121.325823598365,71115.0,117800.0,11516.0,29.2,16.193489418547426
Planet Fitness,84084,40.6158391,-111.9782139,3.2,11,gyms,0,12894.650728414998,31389.0,94214.0,3655.0,33.9,11.644206569180286
Impact Strong,84095,40.5741494894597,-111.978261376421,3.4,5,gyms,0,12795.787998204663,38240.0,123082.0,7350.0,39.0,19.22071129707113
VASA Fitness - Herriman,84096,40.50967,-112.02465,2.4,14,gyms,0,12742.593837112112,71115.0,117800.0,11516.0,29.2,16.193489418547426
Peak Pursuit Performance and Rehab,84129,40.66744,-111.94372,5.0,1,physicaltherapy,0,17639.467357492696,38128.0,94051.0,4118.0,35.3,10.8004616030214
Skol CrossFit,84065,40.52158933,-111.97079933,5.0,1,gyms,0,15425.812335445713,50284.0,122809.0,7706.0,35.0,15.32495425980431
VASA Fitness - Tooele,84074,40.5353574,-112.2982785,2.7,33,gyms,0,15665.97451717681,57470.0,102313.0,5267.0,32.3,9.164781625195754
Saindae Muay Thai Academy and fitness,84104,40.7321354,-111.9886876,5.0,1,muaythai,0,19460.907388256728,24057.0,61326.0,1946.0,34.1,8.089121669368584
EōS Fitness,84123,40.650217,-111.942401,2.9,48,gyms,0,16917.165307799358,36913.0,80079.0,5192.0,34.3,14.065505377509279
Anytime Fitness,84065,40.52252,-111.95824,2.6,11,gyms,0,16311.299734236045,50284.0,122809.0,7706.0,35.0,15.32495425980431
Jin’s Martial Arts,84129,40.668740678658075,-111.95544426975864,5.0,1,chinesemartialarts,0,16836.064451496626,38128.0,94051.0,4118.0,35.3,10.8004616030214
KMR Self Defense & Fitness,84088,40.5246649,-111.9789841,3.7,3,martialarts,0,14665.689863057518,38915.0,100532.0,5037.0,34.3,12.943595014775793
Andersen Tang Soo Do Academy,84119,40.7093252,-111.9786973,5.0,1,martialarts,0,18082.04218829269,50745.0,66616.0,3943.0,28.8,7.770223667356389
Thrive Fitness,84088,40.605606,-111.99765,3.3,3,healthtrainers,0,11103.159234984663,38915.0,100532.0,5037.0,34.3,12.943595014775793
CP Fitness,84088,40.6007890358521,-111.992025487125,5.0,1,healthtrainers,0,11503.524397508545,38915.0,100532.0,5037.0,34.3,12.943595014775793
VASA Fitness - West Valley City,84120,40.6979833,-112.0260185,2.4,30,gyms,0,14535.689471611193,50589.0,90847.0,3023.0,30.9,5.975607345470359
Force Fitness,84009,40.56174427324916,-112.0413243,0.0,0,gyms,0,8068.8685907997715,42091.0,130559.0,7838.0,33.2,18.621558052790384
TruMotion Martial Arts - Taylorsville,84129,40.6689897977562,-111.957124687231,3.7,3,martialarts,0,16727.719535741016,38128.0,94051.0,4118.0,35.3,10.8004616030214
Crane School of Highland Dance,84129,40.6595916748047,-111.954124450684,5.0,1,dancestudio,0,16444.466431230623,38128.0,94051.0,4118.0,35.3,10.8004616030214
Laionebuilt Fitness,84096,40.512587,-112.02566,1.0,1,gyms,0,12391.4136519148,71115.0,117800.0,11516.0,29.2,16.193489418547426
National Academy Taekwondo,84084,40.62845,-112.00023,5.0,1,taekwondo,0,11481.748836309636,31389.0,94214.0,3655.0,33.9,11.644206569180286
Anytime Fitness,84074,40.535,-112.29949,1.8,4,gyms,0,15848.428793561752,57470.0,102313.0,5267.0,32.3,9.164781625195754
Anytime Fitness,84074,40.63006999243444,-112.29297758847396,1.4,9,gyms,0,14551.36451214398,57470.0,102313.0,5267.0,32.3,9.164781625195754
Lion Strong Fitness,84044,40.70681,-112.09864,3.0,4,healthtrainers,0,12801.941600509796,29488.0,87516.0,1819.0,32.5,6.168610960390667
Strong Life Fitness,84065,40.50906,-111.977253,2.7,3,gyms,0,15749.274685984225,50284.0,122809.0,7706.0,35.0,15.32495425980431
"HOTWORX - Taylorsville, UT - Crossroads",84123,40.6517215,-111.9421516,2.5,2,yoga,0,16997.666963015294,36913.0,80079.0,5192.0,34.3,14.065505377509279
Vaudeville Underground,84119,40.72086109875292,-111.9479114906409,0.0,0,aerialfitness,0,20832.254825620745,50745.0,66616.0,3943.0,28.8,7.770223667356389
Solum Fitness,84081,40.599922,-112.032021,0.0,0,healthtrainers,0,8132.0697686828025,52168.0,114577.0,6475.0,31.2,12.41182333997853
Graceful Serenity,84074,40.5451475,-112.2981451,0.0,0,meditationcenters,0,15175.111872276417,57470.0,102313.0,5267.0,32.3,9.164781625195754
The Academy - Farmgate,84096,40.4848882020494,-112.071681983467,1.0,1,healthtrainers,0,12875.849082275152,71115.0,117800.0,11516.0,29.2,16.193489418547426
SigmaFit Personal Training & Athletic Conditioning,84095,40.5550865538087,-111.982748376333,0.0,0,healthtrainers,0,12942.363019071192,38240.0,123082.0,7350.0,39.0,19.22071129707113
Excell FitLife,84095,40.5715496,-111.9559287,0.0,0,healthtrainers,0,14703.98802095259,38240.0,123082.0,7350.0,39.0,19.22071129707113
F45 Training SoDa Row,84009,40.546553,-112.001754,1.0,1,healthtrainers,0,11814.846126332977,42091.0,130559.0,7838.0,33.2,18.621558052790384
HOTWORX - Riverton,84096,40.50916,-111.99903,1.5,2,yoga,0,14296.17305107094,71115.0,117800.0,11516.0,29.2,16.193489418547426
Infinite Success Academy,84095,40.5605138,-111.9388049,0.0,0,preschools,0,16269.192694771678,38240.0,123082.0,7350.0,39.0,19.22071129707113
Orangetheory Fitness,84096,40.508994,-111.999024,5.0,1,gyms,0,14297.698914983728,71115.0,117800.0,11516.0,29.2,16.193489418547426
A Beautiful SurpriZe,84096,40.5114,-112.02562,0.0,0,pilates,0,12490.910427518087,71115.0,117800.0,11516.0,29.2,16.193489418547426
F45 Training South Jordan,84095,40.56335,-111.93929,3.5,2,healthtrainers,0,16244.264647614418,38240.0,123082.0,7350.0,39.0,19.22071129707113
HOTWORX - Tooele,84074,40.5501191,-112.2962478,0.0,0,yoga,0,14985.863064101508,57470.0,102313.0,5267.0,32.3,9.164781625195754
HOTWORX - South Jordan,84009,40.56212,-112.00258,1.0,1,yoga,0,11106.12329792908,42091.0,130559.0,7838.0,33.2,18.621558052790384
Club Pilates,84095,40.54186820807131,-111.97987094559473,3.7,3,pilates,0,13709.5305196984,38240.0,123082.0,7350.0,39.0,19.22071129707113
Aira Fitness,84120,40.708650378225755,-112.025794137302,0.0,0,gyms,0,15518.469317140112,50589.0,90847.0,3023.0,30.9,5.975607345470359
CrossFit Fission,84120,40.7246659,-111.9790349,0.0,0,intervaltraininggyms,0,19324.172404858895,50589.0,90847.0,3023.0,30.9,5.975607345470359
Vasa Fitness - Riverton,84065,40.5210269483258,-111.94033314316148,0.0,0,gyms,0,17724.195462722695,50284.0,122809.0,7706.0,35.0,15.32495425980431
Shape Up Outlets,84095,40.558792,-111.937918,0.0,0,gyms,0,16473.14360953088,38240.0,123082.0,7350.0,39.0,19.22071129707113
Aspire Pilates Training Center,84065,40.5223544,-111.9550445,0.0,0,pilates,0,16552.558887842806,50284.0,122809.0,7706.0,35.0,15.32495425980431
Planet Fitness,84119,40.69075684,-111.95698214,2.3,18,gyms,0,18086.136086498587,50745.0,66616.0,3943.0,28.8,7.770223667356389
Enhanced Nutrition Center,84095,40.56139659999999,-111.97593102331352,0.0,0,vitaminssupplements,0,13288.415804975752,38240.0,123082.0,7350.0,39.0,19.22071129707113
Bariatrica Premium,84118,40.66,-111.99689,0.0,0,nutritionists,0,13393.016885645584,41969.0,87457.0,2419.0,32.0,5.763778026638709
Body By Sandy,84095,40.5541000366211,-111.904388427734,0.0,0,healthtrainers,0,16259.682538725912,38240.0,123082.0,7350.0,39.0,19.22071129707113
Kae Cee Ess Integrative Health and Wellness,84118,40.65350481044646,-112.0134056417369,0.0,0,healthcoach,0,11800.011656214496,41969.0,87457.0,2419.0,32.0,5.763778026638709
Gracie Barra West Jordan,84088,40.60570824198013,-111.99787428863206,1.0,1,brazilianjiujitsu,0,11069.982773161915,38915.0,100532.0,5037.0,34.3,12.943595014775793
P4P Boxing and Fitness,84084,40.62174,-111.93962,0.0,0,gyms,0,16167.053104811868,31389.0,94214.0,3655.0,33.9,11.644206569180286
Premier Martial Arts Riverton,84096,40.52528,-111.98481,0.0,0,karate,0,14209.77235136866,71115.0,117800.0,11516.0,29.2,16.193489418547426
Flourish Wellness Consulting,84074,40.554468927465706,-112.2997349,0.0,0,c_and_mh,0,15122.829914163627,57470.0,102313.0,5267.0,32.3,9.164781625195754
David Kimmerle Plan,90028,40.560456,-111.958416,0.0,0,healthtrainers,0,14746.66821878686,,,,,
Bigger Faster Stronger,84104,40.747268,-111.962762,1.0,1,fitnessequipment,0,22132.996063680363,24057.0,61326.0,1946.0,34.1,8.089121669368584
Tasha Moors Fitness,84081,40.5993537902832,-112.046730041504,0.0,0,healthtrainers,0,7806.479946663182,52168.0,114577.0,6475.0,31.2,12.41182333997853
Gymout,84095,40.55508655380868,-111.98274837633336,0.0,0,nutritionists,0,12942.363019044638,38240.0,123082.0,7350.0,39.0,19.22071129707113
Bums Fitness,84129,40.65536499,-111.96385956,0.0,0,healthtrainers,0,15289.899915127484,38128.0,94051.0,4118.0,35.3,10.8004616030214
Corvus Jiu Jitsu,84065,40.524636,-111.978998,0.0,0,brazilianjiujitsu,0,14665.689863057518,50284.0,122809.0,7706.0,35.0,15.32495425980431
Radiance Yoga,84074,40.5725129,-112.293692,0.0,0,yoga,0,14182.001535197378,57470.0,102313.0,5267.0,32.3,9.164781625195754
Pilates Collective,84096,40.51139692636327,-112.0256068,0.0,0,pilates,0,12489.84745810624,71115.0,117800.0,11516.0,29.2,16.193489418547426
Pouha Elite Boxing Center,84119,40.70158608258333,-111.94607276495196,0.0,0,kickboxing,0,19550.18778084068,50745.0,66616.0,3943.0,28.8,7.770223667356389
Life & Laughter Coaching,84118,40.6496772766113,-112.031463623047,0.0,0,lifecoach,0,10658.226801760286,41969.0,87457.0,2419.0,32.0,5.763778026638709
Collective Healing Arts,84095,40.5641098022461,-111.938705444336,0.0,0,meditationcenters,0,16259.682538725912,38240.0,123082.0,7350.0,39.0,19.22071129707113
Jazzercise,84088,40.58795581357507,-111.93445856993934,0.0,0,intervaltraininggyms,0,16336.76818311471,38915.0,100532.0,5037.0,34.3,12.943595014775793
Pilates-Elevate Wellness Studio,84084,40.627781,-111.9341607,0.0,0,pilates,0,16811.816634336406,31389.0,94214.0,3655.0,33.9,11.644206569180286
Dancefit Studio,84084,40.6105956838837,-111.939040103869,0.0,0,dancestudio,0,16065.331851717714,31389.0,94214.0,3655.0,33.9,11.644206569180286
Puja's Yoga for Bliss & Wellness,84129,40.65536499,-111.96385956,0.0,0,yoga,0,15289.899915127484,38128.0,94051.0,4118.0,35.3,10.8004616030214
Fearless,84081,40.63817787680596,-111.97935402944796,0.0,0,healthtrainers,0,13521.905768829096,52168.0,114577.0,6475.0,31.2,12.41182333997853
Rethinking Fitness with Anne,84088,40.595154289651006,-111.96092497793492,0.0,0,nutritionists,0,14096.291897622246,38915.0,100532.0,5037.0,34.3,12.943595014775793
Vibe Yoga Sound Wellness,84065,40.52061,-111.93912,0.0,0,yoga,0,17837.0776580065,50284.0,122809.0,7706.0,35.0,15.32495425980431
Average Joe Yoga,84119,40.70009,-111.96085,0.0,0,yoga,0,20819.474758767494,50745.0,66616.0,3943.0,28.8,7.770223667356389
A2Z Training,84120,40.69702154971971,-111.98201755726512,0.0,0,healthtrainers,0,16922.039363644,50589.0,90847.0,3023.0,30.9,5.975607345470359
D&D fitness and nutrition,84088,40.595154289651006,-111.96092497793492,0.0,0,nutritionists,0,14096.291897622246,38915.0,100532.0,5037.0,34.3,12.943595014775793
World Martial Arts,84095,40.5606557,-111.9388049,0.0,0,martialarts,0,16267.032394206239,38240.0,123082.0,7350.0,39.0,19.22071129707113
Strength Through Knowledge,84119,40.6922416687012,-111.943504333496,0.0,0,healthtrainers,0,20819.474758767494,50745.0,66616.0,3943.0,28.8,7.770223667356389
Peak 45,84096,40.509225,-111.998973,0.0,0,pilates,0,14297.698914983728,71115.0,117800.0,11516.0,29.2,16.193489418547426
Legacy ATA Martial Arts,84129,40.65223,-111.96692,0.0,0,martialarts,0,15105.27158753473,38128.0,94051.0,4118.0,35.3,10.8004616030214
Tigers Tae Kwondo,84074,40.6013108,-112.2944014,0.0,0,taekwondo,0,14127.982948265728,57470.0,102313.0,5267.0,32.3,9.164781625195754
Snap Fitness,84084,40.610225,-112.004692,0.0,0,gyms,0,10570.851367329651,31389.0,94214.0,3655.0,33.9,11.644206569180286
Shaolin Arts,84095,40.5641482,-111.9388049,0.0,0,chinesemartialarts,0,16255.130959354714,38240.0,123082.0,7350.0,39.0,19.22071129707113
Alloy Personal Training,84095,40.54678,-112.00208,0.0,0,gyms,0,11781.327646486458,38240.0,123082.0,7350.0,39.0,19.22071129707113
Sweat Fitness Center,84074,40.5299339294434,-112.299339294434,0.0,0,gyms,0,16061.39939410675,57470.0,102313.0,5267.0,32.3,9.164781625195754
5 style martial arts,84084,40.63407,-111.98475,0.0,0,martialarts,0,12938.012151382763,31389.0,94214.0,3655.0,33.9,11.644206569180286
Heal Your Health,84095,40.55617403482263,-111.9617227,0.0,0,meditationcenters,0,14600.885006161898,38240.0,123082.0,7350.0,39.0,19.22071129707113
Salt City Fitness,84074,40.63556714666559,-112.30544583446056,0.0,0,healthtrainers,0,15736.919071423537,57470.0,102313.0,5267.0,32.3,9.164781625195754
Gracie Barra Riverton,84065,40.522610214681094,-111.9622017,0.0,0,brazilianjiujitsu,0,16007.998833047808,50284.0,122809.0,7706.0,35.0,15.32495425980431
Red Rock Firearms Training,,40.5234588584292,-111.940475591016,0.0,0,healthtrainers,0,17593.460432887605,,,,,
Beyond Fitness-Taylorsville,84118,40.6540870666504,-111.985427856445,0.0,0,gyms,0,13856.034014366569,41969.0,87457.0,2419.0,32.0,5.763778026638709
InnerWay Martial Arts,84074,40.5408173,-112.2982254,0.0,0,martialarts,0,15450.926815172417,57470.0,102313.0,5267.0,32.3,9.164781625195754
Smart Gym,84084,40.623064,-111.9389249,0.0,0,gyms,0,16252.00921317099,31389.0,94214.0,3655.0,33.9,11.644206569180286
West Valley City City of,84119,40.6988498568535,-111.926913186908,0.0,0,gyms,0,20658.87134460789,50745.0,66616.0,3943.0,28.8,7.770223667356389
Shaolin Arts South Jordan,84095,40.5641482,-111.9388049,0.0,0,chinesemartialarts,0,16255.130959354714,38240.0,123082.0,7350.0,39.0,19.22071129707113
Beyond Fitness,84119,40.69523,-111.97426,0.0,0,gyms,0,17255.815399433734,50745.0,66616.0,3943.0,28.8,7.770223667356389
Wasatch Tae Kwon DO,84095,40.567489,-111.939369,0.0,0,taekwondo,0,16158.152707774922,38240.0,123082.0,7350.0,39.0,19.22071129707113
